Brand,Function,Category,Name,link,index,0
Clé de Peau Beauté,moisturizer,cream,Clé de Peau Beauté Intensive Fortifying Cream,https://www.skincarisma.com/products/cle-de-peau-beaute/intensive-fortifying-cream/ingredient_list#info-section,Clé de Peau Beauté Intensive Fortifying Cream,"['Glyceryl Stearate SE', 'Elaeis Guineensis (Palm) Oil', 'Elaeis Guineensis (Palm) Kernel Oil', 'Dipotassium Glycyrrhizate', 'Lavandula Angustifolia (Lavender) Oil', 'Methyl Methacrylate Crosspolymer', 'Behenyl Alcohol', 'Serine', 'Sodium Metaphosphate', 'Sodium Citrate', 'Sodium Acetylated Hyaluronate', 'Sorbitan Tristearate', 'Stearyl Alcohol', 'Bupleurum Falcatum Root Extract', 'Houttuynia Cordata Extract', 'Olea Europaea (Olive) Leaf Extract', 'Angelica Acutiloba Root Extract', 'Xanthan Gum', 'Water', 'Rosa Roxburghii Fruit Extract', 'Butylene Glycol', 'Glycerin', 'Trehalose', 'Trisodium EDTA', 'Triethylhexanoin', 'Polyquaternium-51', 'Phytosteryl Macadamiate', 'Hydrolyzed Silk', 'Hydrolyzed Conchiolin Protein', 'Paeonia Albiflora Root Extract', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Alcohol', 'Iron Oxides', 'Hydrogenated Palm Oil', 'Hydrogenated Polydecene', 'Dimethicone', 'Benzoic Acid', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 60', 'PEG-40 Stearate', 'PEG/PPG-14/7 Dimethyl Ether', 'Alcohol Denat.', 'Sodium Metabisulfite', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Limonene', 'Benzyl Benzoate', 'Geraniol', 'Fragrance', 'Silica', 'Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer', 'Uncaria Gambir Extract', 'Rubus Suavissimus (Raspberry) Leaf Extract', 'Theanine', 'Potassium Methoxysalicylate', 'Cinnamomum Cassia Bark Extract']"
Clé de Peau Beauté,moisturizer,night cream,Clé de Peau Beauté Synactif Nighttime Moisturizer,https://www.skincarisma.com/products/cle-de-peau-beaute/synactif-nighttime-moisturizer/ingredient_list#info-section,Clé de Peau Beauté Synactif Nighttime Moisturizer,"['Disodium Adenosine Triphosphate', 'Disodium EDTA', 'Diisostearyl Malate', 'Diphenylsiloxy Phenyl Trimethicone', 'Lavandula Angustifolia (Lavender) Oil', 'Lauryl Betaine', 'Batyl Alcohol', 'Behenyl Alcohol', 'Serine', 'Sodium Metaphosphate', 'Sodium Acetylated Hyaluronate', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Sorbitan Oleate', 'Bupleurum Falcatum Root Extract', 'Isostearic Acid', 'Isohexadecane', 'Xanthan Gum', 'Water', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Trehalose', 'Pentaerythrityl Tetraethylhexanoate', 'Phytosteryl Macadamiate', 'Tocopherol (Vitamin E)', 'Mica', 'Alcohol', 'Iron Oxides', 'Dimethicone', 'Sodium Benzoate', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 80', 'PEG-400', 'PEG-5 Glyceryl Stearate', 'PEG-60 Glyceryl Isostearate', 'PEG/PPG-14/7 Dimethyl Ether', 'Phenoxyethanol', 'Linalool', 'Butylphenyl Methylpropional', 'Fragrance', 'Glycyl Glycine', 'Methyl Aminomethylcyclohexane Carboxamide HCl', 'Uncaria Gambir Extract', 'Titanium Dioxide', 'Cinnamomum Cassia Bark Extract']"
Neutrogena ,moisturizer,eye cream,Neutrogena Hydro Boost Gel-Cream Eye,https://www.skincarisma.com/products/neutrogena/hydro-boost-gel-cream-eye/ingredient_list#info-section,Neutrogena Hydro Boost Gel-Cream Eye,"['C12-14 Pareth-12', 'C13-14 Isoparaffin', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Dimethiconol', 'Dimethicone Crosspolymer', 'Cetearyl Olivate', 'Sorbitan Olivate', 'Ethylhexylglycerin', 'Water', 'Carbomer', 'Sodium Hyaluronate', 'Glycerin', 'Synthetic Beeswax', 'Chlorphenesin', 'Dimethicone', 'Laureth-7', 'Sodium Hydroxide', 'Phenoxyethanol', 'Polyacrylamide']"
Roc,anti-aging,eye cream,Roc Retinol Correxion Eye Cream,https://www.skincarisma.com/products/roc/retinol-correxion-eye-cream/ingredient_list#info-section,Roc Retinol Correxion Eye Cream,"['C12-15 Alkyl Benzoate', 'Glyceryl Stearate', 'Disodium EDTA', 'Lactose', 'Panthenol', 'Magnesium Aspartate', 'Cetearyl Ethylhexanoate', 'Stearyl Alcohol', 'Isopropyl Myristate', 'Water', 'Carbomer', 'Glycerin', 'Copper Gluconate', 'Tromethamine', 'Zinc Gluconate', 'Polysorbate 20', 'PEG-100 Stearate', 'PEG-8', 'Methylparaben', 'Chlorhexidine Digluconate', 'Phenoxyethanol', 'BHT', 'Propylparaben', 'Retinol']"
Olay,dark circle,eye cream,Olay Eyes Brightening Eye Cream,https://www.skincarisma.com/products/olay/eyes-brightening-eye-cream/ingredient_list#info-section,Olay Eyes Brightening Eye Cream,"['1,2-Hexanediol', 'C13-14 Isoparaffin', 'Niacinamide', 'Disodium EDTA', 'Panthenol', 'Magnesium Ascorbyl Phosphate', 'Behenyl Alcohol', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Cetyl Alcohol', 'Stearic Acid', 'Stearyl Alcohol', 'Citrus Aurantium Dulcis (Orange) Flower Extract', 'Isopropyl Isostearate', 'Isohexadecane', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Glycerin', 'Tapioca Starch', 'Palmitoyl Pentapeptide-4', 'Palmitic Acid', 'Polymethylsilsesquioxane', 'Mica', 'Camellia Sinensis Leaf Extract', 'Laureth-7', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'Phenoxyethanol', 'Petrolatum', 'Polyacrylamide', 'Fragrance', 'Titanium Dioxide']"
Neutrogena ,anti-aging,eye cream,Neutrogena Rapid Wrinkle Repair Eye Cream,https://www.skincarisma.com/products/neutrogena/rapid-wrinkle-repair-eye-cream/ingredient_list#info-section,Neutrogena Rapid Wrinkle Repair Eye Cream,"['C13-14 Isoparaffin', 'Dimethicone Crosspolymer', 'Disodium EDTA', 'Myrtus Communis Leaf Extract', 'Cetearyl Alcohol', 'Stearyl Alcohol', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Isohexadecane', 'Water', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pentaerythrityl Tetraethylhexanoate', 'Polyethylene', 'PPG-15 Stearyl Ether', 'Ascorbic Acid (Vitamin C)', 'Chlorphenesin', 'Trisiloxane', 'Dimethicone', 'Laureth-7', 'Ceteareth-20', 'Sodium Hydroxide', 'Polysorbate 20', 'Phenoxyethanol', 'Polyacrylamide', 'PTFE', 'BHT', 'Retinol']"
Fresh,anti-aging,eye cream,Fresh Black Tea Age-Delay Eye Concentrate,https://www.skincarisma.com/products/fresh/black-tea-age-delay-eye-concentrate/ingredient_list#info-section,Fresh Black Tea Age-Delay Eye Concentrate,"['Avena Sativa (Oat) Kernel Extract', 'Morinda Citrifolia Fruit Juice', 'Litchi Chinensis Seed Extract', 'Maltodextrin', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Methyl Methacrylate Crosspolymer', 'Biosaccharide Gum-2', 'Biotin', 'Rubus Fruticosus (Blackberry) Leaf Extract', 'Saccharomyces Cerevisiae Extract', 'Serine', 'Cetyl Alcohol', 'Sodium Citrate', 'Squalane', 'Stearalkonium Hectorite', 'Stearyl Alcohol', 'Adenosine', 'Ascorbyl Tetraisopalmitate', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Algin', 'Ethylhexylglycerin', 'Water', 'Caramel', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pentylene Glycol', 'Propylene Glycol Dicaprylate/Dicaprate', 'Propylene Carbonate', 'Hydrogenated Palm Glyceride', 'Hydrogenated Palm Kernel Glycerides', 'Hydroxyethylcellulose', 'Saccharomyces Ferment Filtrate', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Tromethamine', 'Tin Oxide', 'Glyceryl Hydroxystearate', 'Camellia Sinensis Leaf Extract', 'Dimethicone', 'Sodium Polyacrylate', 'Steareth-2', 'Steareth-21', 'Acacia Senegal Gum', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Phenoxyethanol', 'Linalool', 'BHT', 'Fragrance', 'Silica', 'Titanium Dioxide']"
Kiehl's,dark circle,eye cream,Kiehl's Facial Fuel Eye De-Puffer,https://www.skincarisma.com/products/kiehl-s/facial-fuel-eye-de-puffer/ingredient_list#info-section,Kiehl's Facial Fuel Eye De-Puffer,"['Honey', 'Dextran Sulfate', 'Sodium Stearate', 'Sodium Citrate', 'Sorbitol', 'Escin', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Butylene Glycol', 'Glycerin', 'Propylene Glycol', 'Hibiscus Sabdariffa Flower Extract', 'Manganese Gluconate', 'Bis-PEG-18 Methyl Ether Dimethyl Silane', 'PEG-150 Distearate', 'Phenoxyethanol', 'Rhodiola Rosea Root Extract']"
Kiehl's,anti-aging,eye cream,Kiehl's Youth Dose Eye Treatment,https://www.skincarisma.com/products/kiehl-s/youth-dose-eye-treatment/ingredient_list#info-section,Kiehl's Youth Dose Eye Treatment,"['Vitis Vinifera (Grape) Seed Extract', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Lauryl PCA', 'Magnesium Sulfate', 'Methyl Methacrylate Crosspolymer', 'Boron Nitride', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Bismuth Oxychloride', 'Silica Silylate', 'Adenosine', 'Ascorbyl Glucoside', 'Octyldodecanol', 'Isononyl Isononanoate', 'Water', 'Caffeine', 'Capryloyl Salicylic Acid', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Pentylene Glycol', 'Hydroxypropyl Tetrahydropyrantriol', 'Tocopherol (Vitamin E)', 'Retinyl Palmitate (Vitamin A)', 'Mica', 'Chlorphenesin', 'Tetrasodium EDTA', 'Iron Oxides', 'Dimethicone', 'Sodium Hydroxide', 'PEG-9 Polydimethylsiloxyethyl Dimethicone', 'PEG/PPG-18/18 Dimethicone', 'Phenoxyethanol', 'Titanium Dioxide', 'Hydrolyzed Soy Protein']"
Tatcha,dark circle,eye cream,Tatcha The Pearl Tinted Eye Illuminating Treatment,https://www.skincarisma.com/products/tatcha/the-pearl-tinted-eye-illuminating-treatment/ingredient_list#info-section,Tatcha The Pearl Tinted Eye Illuminating Treatment,"['Niacinamide', 'Natto Gum', 'Diglycerin', 'Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer', 'Diphenylsiloxy Phenyl Trimethicone', 'Royal Jelly Extract', 'Rosa Canina Fruit Oil', 'Macadamia Ternifolia Seed Oil', 'Sericin', 'Sodium Citrate', 'Sodium Chloride', 'Silk Powder', 'Aluminum Hydroxide', 'Ethylhexylglycerin', 'Lonicera Japonica (Honeysuckle) Leaf Extract', 'Water', 'Geranium Robertianum Extract', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Triethoxycaprylylsilane', 'Persea Gratissima (Avocado) Oil', 'Pentylene Glycol', 'Propanediol', 'Hydrogen Dimethicone', 'Hydrolyzed Silk', 'Hydrolyzed Conchiolin Protein', 'Synthetic Fluorphlogopite', 'Prunus Armeniaca (Apricot) Kernel Oil', 'CI 77492', 'Mica', 'Iron Oxides', 'CI 77499', 'Dimethicone', 'Dimethicone/PEG-10/15 Crosspolymer', 'Cyclopentasiloxane', 'PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Phenoxyethanol', 'Kappaphycus Alvarezii Extract', 'Dipentaerythrityl Tri-Polyhydroxystearate', 'Titanium Dioxide', 'Saccharomyces/Camellia Sinensis Extract Ferment Filtrate', 'Caesalpinia Spinosa Fruit Extract']"
La Prairie,anti-aging,eye cream,La Prairie Skin Caviar Luxe Eye Lift Cream,https://www.skincarisma.com/products/la-prairie/skin-caviar-luxe-eye-lift-cream/ingredient_list#info-section,La Prairie Skin Caviar Luxe Eye Lift Cream,"['Algae Extract', 'Glycoproteins', 'Glucose', 'Nylon-12', 'Dextran', 'Disodium EDTA', 'Dicaprylyl Maleate', 'imperata Cylindrica Root Extract', 'Santalum Album (Sandalwood) Wood Extract', 'Hordeum Distichon (Barley) Extract', 'Sodium Dihydroxycetyl Phosphate', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Equisetum Arvense Extract', 'Butyrospermum Parkii (Shea) Butter', 'Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract', 'Silica Dimethyl Silylate', 'Sea Salt', 'Sea Whip Extract', 'Acetylated Lanolin', 'Ethylhexyl Palmitate', 'Isohexadecane', 'Panax Ginseng Root Extract', 'Water', 'Copernicia Cerifera (Carnauba) Wax', 'Carbomer', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium PCA', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Caviar Extract', 'Chlorella Vulgaris Extract', 'Trehalose', 'Triacetin', 'Tripeptide-1', 'Salicylic Acid', 'Palmitoyl Hydrolyzed Wheat Protein', 'Palmitic Acid', 'Phenyl Trimethicone', 'Polysilicone-11', 'Polyquaternium-51', 'Propylene Glycol Alginate', 'Hydrogenated Vegetable Oil', 'Hydrogenated Polyisobutene', 'Hydroxyethyl Behenamidopropyl Dimonium Chloride', 'Hyaluronic Acid', 'Hexylene Glycol', 'Phellodendron Amurense Bark Extract', 'Arnica Montana Flower Extract', 'C12-20 Acid PEG-8 Ester', 'Benzoic Acid', 'Cyclopentasiloxane', 'Acacia Senegal Gum', 'Urea', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 80', 'PEG-8', 'Methylparaben', 'Ethylparaben', 'Phenoxyethanol', 'Petrolatum', 'Linalool', 'Citronellol', 'Triethanolamine', 'Butylparaben', 'Geraniol', 'Propylparaben', 'Fragrance', 'Guanidine HCL', 'Polygonum Fagopyrum (Buckwheat) Seed Extract', 'Laminaria Cloustoni Extract', 'Tripeptide-2', 'Yellow 5 Lake', 'Red 4 Lake']"
La Prairie,anti-aging,eye cream,La Prairie White Caviar Illuminating Eye Serum,https://www.skincarisma.com/products/la-prairie/white-caviar-illuminating-eye-serum/ingredient_list#info-section,La Prairie White Caviar Illuminating Eye Serum,"['C13-14 Isoparaffin', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Glycine', 'Glycoproteins', 'Glucose', 'Decyl Glucoside', 'Dextran', 'Disodium EDTA', 'Lysine HCL', 'Magnesium Sulfate', 'Biosaccharide Gum-1', 'Serine', 'Cetyl Alcohol', 'Sodium Stearoyl Lactylate', 'Sodium Citrate', 'Sodium Carboxymethyl Beta-Glucan', 'Sodium Chondroitin Sulfate', 'Sodium Chloride', 'Equisetum Arvense Extract', 'Soluble Collagen', 'Squalane', 'Acetyl Octapeptide-3', 'Ascorbyl Glucoside', 'Arginine', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Nelumbo Nucifera Germ Extract', 'Octadecenedioic Acid', 'Octyldodecanol', 'Oligopeptide-34', 'Inulin', 'Inulin Lauryl Carbamate', 'Panax Ginseng Root Extract', 'Xanthan Gum', 'Water', 'Carnosine', 'Caprylyl Glycol', 'Calcium Aluminum Borosilicate', 'Calcium Chloride', 'Calcium Pantothenate', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Caviar Extract', 'Cholesteryl Nonanoate', 'Glycine Soja (Soybean) Sterols', 'Lepidium Sativum Sprout Extract', 'Chitosan', 'Threonine', 'Tryptophan', 'Potassium Chloride', 'Polysilicone-11', 'Folic Acid', 'Hydrogenated Vegetable Oil', 'Hydroxyproline', 'Hexylene Glycol', 'Polygonum Cuspidatum Root Extract', 'Histidine', 'Glycine Soja (Soybean)', 'Tetrapeptide-7', 'Sodium Oleate', 'Alcohol', 'Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer', 'Tin Oxide', 'Poloxamer 188', 'Hydrogenated Lecithin', 'Camellia Sinensis Leaf Extract', 'Dimethicone', 'Laureth-7', 'Cyclopentasiloxane', 'Sodium Lactate', 'Sodium Polyacrylate', 'Aminomethyl Propanol', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 80', 'Methylparaben', 'SD Alcohol 40-B', 'Ethylparaben', 'Phenoxyethanol', 'Polyacrylamide', 'Linalool', 'Citronellol', 'Isobutylparaben', 'Geraniol', 'Fragrance', 'Silica', 'Lecithin', 'Hibiscus Abelmoschus Seed Extract', 'Larix Sibirica Wood Extract', 'Leontopodium Alpinum Flower/Leaf Extract', 'Titanium Dioxide', 'Cholesteryl Stearate', 'Cholesteryl Oleate', 'Solanum Lycopersicum (Tomato) Fruit Extract']"
La Prairie,anti-aging,eye cream,La Prairie White Caviar Illuminating Eye Cream,https://www.skincarisma.com/products/la-prairie/white-caviar-illuminating-eye-cream/ingredient_list#info-section,La Prairie White Caviar Illuminating Eye Cream,"['Galactoarabinan', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Glycine', 'Glycoproteins', 'Glucose', 'Glyceryl Stearate', 'Disodium EDTA', 'Diisostearyl Malate', 'Dicaprylyl Ether', 'Dipalmitoyl Hydroxyproline', 'Lysine HCL', 'Resveratrol', 'Panthenol', 'Magnesium Sulfate', 'Butyl Stearate', 'Serine', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Sodium Dehydroacetate', 'Sodium Cetearyl Sulfate', 'Sodium Stearoyl Lactylate', 'Sodium Citrate', 'Sodium Carboxymethyl Beta-Glucan', 'Sodium Chondroitin Sulfate', 'Sodium Chloride', 'Equisetum Arvense Extract', 'Soluble Collagen', 'Silica Dimethyl Silylate', 'Acetyl Octapeptide-3', 'Ascorbyl Glucoside', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Ethylhexylglycerin', 'Ethylhexyl Palmitate', 'Nelumbo Nucifera Germ Extract', 'Octyldodecanol', 'Panax Ginseng Root Extract', 'Xanthan Gum', 'Water', 'Carnosine', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Calcium Chloride', 'Calcium Pantothenate', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Caviar Extract', 'Glycine Soja (Soybean) Sterols', 'Glycine Soja (Soybean) Oil', 'Lepidium Sativum Sprout Extract', 'Chitosan', 'Threonine', 'Tryptophan', 'Pentylene Glycol', 'Potassium Chloride', 'Polymethylsilsesquioxane', 'Polysilicone-11', 'Polyquaternium-67', 'Folic Acid', 'Hydrogenated Vegetable Oil', 'Hydroxyethyl Behenamidopropyl Dimonium Chloride', 'Hydroxypropyl Cyclodextrin', 'Synthetic Sapphire', 'Synthetic Wax', 'Hexylene Glycol', 'Histidine', 'Sodium Oleate', 'Alcohol', 'Tetrasodium EDTA', 'Poloxamer 188', 'Hydrogenated Lecithin', 'Dimethicone', 'Cyclopentasiloxane', 'Ceteareth-20', 'Sodium Lactate', 'Sodium Acrylates Copolymer', 'Sorbic Acid', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 80', 'Methylparaben', 'Myristyl Lactate', 'Phenoxyethanol', 'Linalool', 'Isopropylparaben', 'Propylparaben', 'Mineral Oil', 'Lecithin', 'Hibiscus Abelmoschus Seed Extract', 'Alpinia Galanga Leaf Extract', 'Decapeptide-4', 'Dimethylmethoxy Chromanyl Palmitate', 'Leontopodium Alpinum Flower/Leaf Extract', 'Oligopeptide-68']"
La Prairie,anti-aging,eye cream,La Prairie Cellular Eye Cream Platinum Rare,https://www.skincarisma.com/products/la-prairie/cellular-eye-cream-platinum-rare/ingredient_list#info-section,La Prairie Cellular Eye Cream Platinum Rare,"['N-Hydroxysuccinimide', 'Acacia Decurrens Flower Wax', 'Glycoproteins', 'Disodium EDTA', 'Dicaprylyl Ether', 'Malachite Extract', 'Platinum Powder', 'Cetyl Alcohol', 'Butyrospermum Parkii (Shea) Butter', 'Squalane', 'Ascorbyl Palmitate', 'Ethylhexylglycerin', 'Isononyl Isononanoate', 'Panax Ginseng Root Extract', 'Xanthan Gum', 'Jasminum Officinale (Jasmine) Flower', 'Water', 'Carbomer', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Glycerin', 'Propylene Glycol', 'Chrysin', 'Palmitoyl Oligopeptide', 'Palmitoyl Tetrapeptide-7', 'Potassium Cetyl Phosphate', 'Hydrogenated Vegetable Oil', 'Hydrolyzed Rhizobian Gum', 'Palmitoyl Tripeptide-7', 'Ascorbic Acid (Vitamin C)', 'Mica', 'Citric Acid', 'Arnica Montana Flower Extract', 'C12-20 Acid PEG-8 Ester', 'Dimethicone', 'Sodium Hydroxide', 'Steareth-20', 'Acacia Senegal Gum', 'Potassium Sorbate', 'Polysorbate 80', 'PEG-8', 'Benzimidazole Diamond Amidoethyl Urea Carbamoyl Propyl Polymethylsilsesquioxane', 'Chlorhexidine Digluconate', 'Phenoxyethanol', 'Linalool', 'Benzyl Alcohol', 'Fragrance', 'Hornet Extract', 'Polygonum Fagopyrum (Buckwheat) Seed Extract', 'Titanium Dioxide', 'Nicotiana Sylvestris Leaf Cell Culture']"
La Prairie,anti-aging,eye cream,La Prairie Cellular Radiance Eye Cream,https://www.skincarisma.com/products/la-prairie/cellular-radiance-eye-cream/ingredient_list#info-section,La Prairie Cellular Radiance Eye Cream,"['Glycosaminoglycans', 'Glycoproteins', 'Fagus Sylvatica Seed Extract', 'Disodium EDTA', 'Malva Sylvestris (Mallow) Extract', 'Musa Sapientum (Banana) Flower Extract', 'Centella Asiatica Extract', 'Trifolium Pratense (Clover) Flower Extract', 'Sodium Dihydroxycetyl Phosphate', 'Equisetum Arvense Extract', 'Butyrospermum Parkii (Shea) Butter', 'Acetylated Lanolin', 'Ascorbyl Palmitate', 'Ethoxydiglycol', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Panax Ginseng Root Extract', 'Water', 'Carnitine', 'Carbomer', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Glycerin', 'Propylene Glycol', 'Coenzyme A', 'Carica Papaya (Papaya) Fruit Extract', 'Phospholipids', 'Polymethyl Methacrylate', 'Polysilicone-11', 'Hydrogenated Vegetable Oil', 'Hydrogenated Polyisobutene', 'Cimicifuga Racemosa Root Extract', 'Retinyl Palmitate (Vitamin A)', 'Mica', 'C12-20 Acid PEG-8 Ester', 'Cyclopentasiloxane', 'Sodium Benzoate', 'Tocopheryl Acetate (Vitamin E)', 'Methylparaben', 'Phenoxyethanol', 'Petrolatum', 'Linalool', 'Benzyl Alcohol', 'Alpha-Isomethyl Ionone', 'Triethanolamine', 'Imidazolidinyl Urea', 'Propylparaben', 'Hydroxycitronellal', 'Fragrance', 'Amyl Cinnamal', 'Titanium Dioxide']"
La Prairie,moisturizer,eye cream,La Prairie Essence of Skin Caviar Eye Complex,https://www.skincarisma.com/products/la-prairie/essence-of-skin-caviar-eye-complex/ingredient_list#info-section,La Prairie Essence of Skin Caviar Eye Complex,"['Algae Extract', 'Glycoproteins', 'Glyceryl Polymethacrylate', 'Lactose', 'Panthenol', 'Pyrus Malus (Apple) Fruit Extract', 'Saccharide Isomerate', 'Equisetum Arvense Extract', 'Panax Ginseng Root Extract', 'Water', 'Carbomer', 'Glycerin', 'Propylene Glycol', 'Caviar Extract', 'Polyquaternium-11', 'Fructose', 'PEG-40 Hydrogenated Castor Oil', 'Allantoin', 'Methylparaben', 'Ethylparaben', 'Phenoxyethanol', 'Triethanolamine', 'Butylparaben', 'Propylparaben', 'Aleuritic Acid']"
La Mer,dark circle,eye cream,La Mer  The Eye Concentrate,https://www.skincarisma.com/products/la-mer/the-eye-concentrate/ingredient_list#info-section,La Mer  The Eye Concentrate,"['Algae Extract', 'Avena Sativa (Oat) Kernel Extract', 'Glycosaminoglycans', 'Niacin', 'Nylon-12', 'Dimethicone Crosspolymer', 'Dipeptide-2', 'Crithmum Maritimum Extract', 'Linoleic Acid', 'Magnesium Gluconate', 'Biotin', 'Fucus Vesiculosus Extract', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Sodium Gluconate', 'Sodium Citrate', 'Sucrose', 'Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal', 'Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract', 'Sea Salt', 'Sea Whip Extract', 'Artemia Extract', 'Aminopropyl Ascorbyl Phosphate', 'Acetyl Glucosamine', 'Acetyl Carnitine HCl', 'Acetyl Hexapeptide-8', 'Gelidium Cartilagineum Extract', 'Whey Protein', 'Isononyl Isononanoate', 'Isododecane', 'Isomerized linoleic acid', 'Medicago Sativa (Alfalfa) Seed Powder', 'Sesamum Indicum (Sesame) Seed', 'Sesamum Indicum (Sesame) Seed Oil', 'Corallina Officinalis Extract', 'Caffeine', 'Caprylic/Capric/Myristic/Stearic Triglyceride', 'Caprylic/Capric Triglyceride', 'Calcium Gluconate', 'Butylene Glycol', 'Glycerin', 'Cholesterol', 'Glycine Soja (Soybean) Protein', 'Tourmaline', 'Trimethylsiloxysilicate', 'Triethoxycaprylylsilane', 'Palmitoyl Tetrapeptide-7', 'Potassium Gluconate', 'Polysilicone-11', 'Helichrysum Italicum (Everlasting) Extract', 'Phytosphingosine', 'Hydrogenated Vegetable Oil', 'Hydrogenated Polyisobutene', 'Hydroxyethylcellulose', 'Helianthus Annuus (Sunflower) Seedcake', 'Hesperidin Methyl Chalcone', 'Saccharomyces/Copper Ferment', 'Saccharomyces/Xylinum/Black Tea Ferment', 'Saccharomyces Lysate Extract', 'Yeast Extract', 'Siegesbeckia Orientalis (St. Paulswort) Extract', 'Retinyl Palmitate (Vitamin A)', 'Mica', 'Alumina', 'Eucalyptus Globulus Leaf Oil', 'Copper Gluconate', 'Dimethicone', 'Cyclopentasiloxane', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Steareth-20', 'Zinc Gluconate', 'Potassium Sorbate', 'PEG/PPG-18/18 Dimethicone', 'Phenoxyethanol', 'Fragrance', 'Silica', 'Polygonum Fagopyrum (Buckwheat) Seed Extract', 'Titanium Dioxide', 'Tetraacetylphytosphingosine', 'Tocopheryl Succinate', 'Propylene Glycol Dioleate', 'Hematin']"
